id,school,X.1,X.2,X.3,A,M1,M2,Y
32,2,-0.591007517489675,0.19911226141676186,0.09867000217255065,1,0,1,1.3148584631328102
33,2,-0.8281528944153251,1.5508249908767628,-0.29599430567139273,1,1,1,-0.15103180655283688
34,2,-0.5079812362857101,0.08557693883218442,0.4136889714810038,1,1,1,1.6188338606191799
35,2,1.0596685420994245,0.5382052988420113,0.2624567833823098,0,0,1,-0.4229718696595741
36,2,-0.03082904107455131,0.6111792157535474,1.1587603612256925,1,1,1,-0.06425435472249441
37,2,0.07483363020369965,0.6273868509477121,-0.17408403383575533,0,0,1,0.764013310678929
38,2,-0.08050151153544327,0.007921458488413857,-0.5179296187577309,0,0,1,-0.6902953312646408
39,2,0.04985469880261156,2.6465650722352168,1.8084760132622328,1,1,1,1.0709391558909123
40,2,0.31769911712094695,-0.4515625358428178,-0.430732753172709,1,0,0,1.5444691727099613
41,3,0.6824389428246755,1.1928807658803617,-0.33215474117571264,1,0,1,0.9667806120403007
42,3,-0.1989592235962112,0.11549382173253175,2.00761191251622,0,0,0,1.8049138675115524
43,3,-0.05304171938583646,-0.30919318844654353,-1.251181538878134,0,0,0,0.805832975821906
44,3,-0.24659192918299083,1.0779156712871247,-1.5501340394585836,1,1,0,0.7522530160464437
45,3,-1.5531986846233703,2.1335348152712763,-0.11839585640536522,1,1,0,0.9555545802724505
46,3,-1.2645221868229195,1.1121770525786,-0.18608784645852425,1,0,0,-1.538495740913846
47,3,1.7748750841411576,0.27122521896453633,1.3165490726354345,1,0,0,1.4798506252916446
48,3,0.7516851406071234,1.7544092158258051,-1.4594998370984664,1,1,0,0.5393187566724302
49,3,-0.11635795480129735,0.39254582244124864,0.5222512188570063,1,0,1,1.1037237147652847
50,3,-1.5746933358746087,0.1134432570236682,0.5321383145967115,1,0,0,1.4338203249623922
51,3,0.21630955398086432,-0.7366395971969517,-0.3323276233227031,0,0,0,0.5114029196283968
52,3,-0.1498061039366361,1.1383104174263003,0.5544895886674576,1,0,1,0.8759979388350951
53,3,0.07910739801213768,-0.3146840719620905,0.15956136011955438,1,1,0,1.3768054725141798
54,3,-0.7100865132995194,0.9816419874638125,0.20508255174756837,1,0,0,1.6400198310395622
55,3,-0.3698025782789109,1.6345771374655296,-0.7109802116252167,0,0,0,3.09762191464615
56,3,0.0732315227562571,2.423188073595835,-0.13293076439739865,0,1,0,1.8839450633252832
57,3,-0.758314487245916,0.08731367952628877,-2.23755069725933,0,0,0,1.4066637263976114
58,3,-1.330504386359309,-0.1664024314950695,-0.07669437784232146,0,0,0,0.44444802486919466
59,3,-1.4235336405452326,0.8056801564169744,-1.0974792960297575,0,0,0,0.9449870544144453
60,3,0.4963129958005041,0.9453840929296589,1.1985400850419687,1,1,0,0.6339684012739873
61,4,0.7086706875798277,1.6966175831412182,1.4121056553493043,1,1,1,1.0359901650528993
62,4,-0.5398548662286693,1.5211449345270212,-0.5780458057970073,1,1,1,1.087055080676242
63,4,-0.6514914882735463,0.0868221264673732,0.10762787075279032,0,0,1,1.1269467835424058
64,4,0.005712149172910588,1.599782327827164,1.5369792170100018,0,1,0,1.478784613083397
65,4,0.21834376946807746,-0.7489646686925943,1.774767580599468,0,0,1,0.3570715967881437
66,4,-1.3460783457657497,0.35894286845554313,0.0401631329325348,0,1,0,1.29814025686328
67,4,-0.3720622905612437,-0.772165918912722,-0.0031506347248251975,0,0,0,1.1048569329986118
68,4,0.8012200398718519,0.9470491214009868,2.444240326470302,1,0,1,1.1886345538012262
69,4,-0.48196392095424384,-0.5529484105663232,-0.38694908495487274,1,0,0,0.5692578482915226
70,4,-0.7247609533809669,0.730956860458267,-1.9504735427470863,0,1,0,-0.5176191486363002
71,4,-0.8552349734246312,1.5641428555045924,-1.3692367291687983,0,0,0,2.009694305051958
72,4,2.4245415725605977,2.6459639532459907,-0.07809818752280305,1,0,1,1.2130645472533792
73,4,-9.621580977119126e-5,-1.0188991780201317,-0.00963099684180877,0,1,1,0.7761567636252183
74,4,-1.1643372172228477,0.9488683667958905,-0.9537877198043929,0,0,0,0.7014910982151547
75,4,1.0797910255343655,0.9510193678587079,-0.616219854386138,0,0,0,-0.36678755995495704
76,4,0.6086032595069895,-0.5744929476568105,-0.33946674312474895,0,0,1,0.8717239842329395
77,4,-1.710337051840648,-0.29354628800439686,-0.41419624015348916,0,0,0,0.583431216547951
78,4,-0.8833957255337649,0.629207844232664,-0.16633693720386813,0,0,1,1.8747242173807448
79,4,-1.0519608100995823,0.059227190059685686,-0.4405149716002737,1,0,1,-1.0990912307680265
80,4,2.4388417984965316,0.4010455059157527,1.447384816667323,1,0,0,-0.5243054107574269
81,5,2.3766320954127775,-0.7709067679003232,3.7952799784557456e-4,1,1,0,0.10109593752801616
82,5,2.005003988850923,0.26787931084191596,0.11033129053479138,1,1,1,0.7828787008922019
83,5,0.36594224940771203,0.8693199912483721,0.9940032478046621,0,1,0,0.6934562267433084
84,5,2.052271421731499,-0.37527954010395426,-0.28669783664909154,1,1,0,0.37244504705298187
85,5,0.2844007109377298,-0.6410789508121207,-0.22904765364268823,1,1,0,0.33634222258788293
86,5,0.11477319939783603,0.1522817956042697,0.08464807858735002,1,0,0,2.1961243624866893
87,5,1.0801446485945174,0.022632622427817273,0.6134693296243511,1,1,1,0.3547354294608215
88,5,1.21902471553871,-2.9308128019868116,1.078550343300912,0,1,0,0.05779711939648713
89,5,1.211663274248501,0.3990746426059506,0.6089358397460829,0,1,1,0.10762908902115964
90,5,1.3395548919067992,-0.6510104200562592,0.273856873611933,1,1,1,1.9142783549991336
91,5,1.0662877040098273,0.654191811428445,-0.6704913820772908,0,1,1,-0.5961370798230371
92,5,1.685788527000947,-1.3072608982315788,1.1484272335724248,1,1,1,0.5290362830247919
93,5,-0.38157113470914317,-0.13244118167018815,-0.17419683808477313,0,1,1,-0.21977409764122802
94,5,0.3078271417182682,-0.9022476902692252,1.6239939973352833,1,1,1,-0.959638276675724
95,5,1.524799167101909e-4,-0.8165633010976543,1.8140342733302814,1,1,0,2.9300012037803587
96,5,1.7150960943543287,-0.7188607208112958,1.5403322594814608,1,1,1,1.648290828135759
97,5,-0.564587295369177,-0.8774845829557214,1.3564260877854402,0,1,1,1.6484036950401737
98,5,1.046893698108304,0.14778201396760404,0.6191693174313075,1,1,1,0.5211590414239937
99,5,1.1931212786589294,-0.2995341322006567,1.5268745854422738,1,1,1,0.2981249174194174
100,5,0.6351945597447458,-1.1517352249967443,-0.8030151888454177,0,1,1,-0.19550548516204835
101,6,1.4479935504654238,0.5160806700733767,-0.3290201021601809,1,1,1,0.5300113487231392
102,6,0.04923457412459881,0.2620137928375353,0.6272590326724954,0,1,0,0.7201029090858637
103,6,-0.0614056692919589,-0.03585811618382195,-1.919302789451382,0,0,0,0.4992553069895205
104,6,0.7433166358116653,-0.3609439240502633,1.2788556193481484,0,1,1,2.0531557362942507
105,6,0.5027410903146774,1.5717242521682313,-0.5509390906973864,0,1,0,0.9499414443147385
106,6,0.7196306326749322,-0.7929959735738957,-1.2078758673284986,0,1,0,2.7435041086369005
107,6,0.25870506010599764,0.28422322513254583,-0.9999681021307038,0,0,0,0.9503293459616404
108,6,1.849861360214526,0.36062889393259917,-0.587966929632878,0,0,0,0.7086895408802755
109,6,0.07288129952034567,1.8465761692521796,-0.7665458250914313,0,0,0,1.8642158051071454
110,6,-0.319683341137716,0.6517294962390108,-0.1354361879661959,0,0,1,1.4268652679697462
111,6,-0.3788878074551256,1.8853882434953237,0.4063895243338964,0,0,1,0.2938199083174926
112,6,0.656132576640125,0.12444852113481006,1.2033522355854316,0,1,0,0.9354988831389983
113,6,-0.5048236314853434,1.0866685678697383,-0.7370635901059469,1,0,0,-0.2958638298284678
114,6,-0.026904496343451267,0.8141139648961575,-1.0184354639005009,0,0,0,-0.8909188988259262
115,6,-0.6801562637820981,0.22045869140901234,-1.483370077658511,0,0,0,-4.910655625197657e-4
116,6,0.985787620459035,0.6799871606962489,0.22875134107323558,1,1,1,0.554343461985231
117,6,1.2190714734761106,0.5996298489166583,1.4140011854784322,1,1,0,0.8982761938684516
118,6,0.8093940240660062,-0.38933823178130333,-1.4043123259305275,0,0,0,-0.42708984503772307
119,6,-0.2670767353003056,-0.2882478068388288,-0.10981297069566076,0,0,0,2.6683478127839795
120,6,1.8672464300682527,0.1932361285732098,-2.4593139876324823,0,0,0,1.029962679033049
121,7,1.3647550543518787,1.3517915863448475,1.1868621755682907,1,1,0,-0.011426809740171406
122,7,0.22592894986968412,-1.449892704054265,1.493456420962165,0,0,1,0.9151295867190509
123,7,0.4394381030638844,0.45555687330919825,-0.21747340663408485,1,0,1,-0.6638760165625666
124,7,0.8372830863961072,-0.16695186534049913,-0.9056988530099221,0,0,1,1.5492207615793068
125,7,-1.1823277970249304,-0.20092763313178486,-0.783293133802383,0,0,1,0.4170288190946821
126,7,0.04216531982371996,1.8461565351769091,0.06565387749082977,1,1,1,1.6790046365399287
127,7,1.5225412438274817,1.3351486090855242,-1.8730142077279825,0,0,1,-0.6773188339770777
128,7,-0.009442458643892204,0.3941445261725388,-0.1831861142922934,1,1,0,0.861488023489011
129,7,1.113677177821727,0.615551034736426,0.01668669531140831,0,0,0,-1.2558625861821944
130,7,0.44905927366178455,-0.0977682111697863,0.08651358758746489,0,0,1,0.3331936625138596
131,7,1.0823766177315695,0.828680558735155,0.2769337087701948,1,1,1,0.2283721713918675
132,7,0.16544399386204095,-1.2291193518989108,-0.3168234544114018,0,0,0,0.7554025425109422
133,7,0.9615798133291795,0.6058845179999474,0.871873805935713,1,1,1,-0.028633271678634165
134,7,0.5267336192855678,-0.3427378051253621,0.24441031790797232,1,1,1,0.5080259602410806
135,7,-0.01970939471557298,0.7754393112118693,-0.24195516160458344,0,0,1,1.9504031478184543
136,7,-1.3217028386729537,-0.727901664749763,0.1428598456062271,1,1,1,1.3393901281020564
137,7,0.46884351862192397,-0.5253943807848348,-0.18644782288626288,0,0,1,1.7510678873781713
138,7,-1.4340673635064822,-0.684389767280226,-0.5928190997381021,1,1,1,0.6549991436721746
139,7,-0.8478570983142844,-0.3847087003265203,1.4712403958333364,0,0,0,0.6946826317365924
140,7,-0.77545216224273,1.542557676077289,0.22403745340937872,0,0,1,0.9454876738011281
141,8,1.7671070880206134,-1.7297239556551656,-0.31208694397138914,1,0,0,0.6323816694106829
142,8,1.2857911913686828,-0.7810679773695267,-1.3430744946766633,0,1,0,1.449109793051627
143,8,-0.10804462438310447,-0.7491434495361473,1.5836538766848305,0,0,0,1.771393551409812
144,8,-0.3601436852536713,-0.17354866120149412,0.404491326893315,0,1,1,1.0513096502017423
145,8,-1.1948213668607535,-0.0863530719305527,0.21024950301506498,0,1,0,1.3620350307905151
146,8,0.6377690634629475,-0.9510981979338264,0.6207537151662511,0,1,0,0.467495551549266
147,8,1.7104622466758148,-0.9892890675151798,-0.2161562771621056,1,0,0,0.5516123205601461
148,8,0.2925697824863905,0.28657586951281966,1.2507812007155577,0,1,0,0.34506702345244883
149,8,0.8960916102312924,-0.2099741650681679,1.0605438511315874,0,0,0,0.17795986996991442
150,8,0.14097519808308015,0.045139640859845676,-0.6224702682547698,0,1,0,0.9499918357505455
151,8,0.44000901096134387,-1.0792191249036724,-0.1634021856210002,0,0,0,0.49813616131678523
152,8,-0.6414607167428787,-0.8245110435795242,0.4370222322097518,0,0,0,1.254853643838215
153,8,-1.3315951173620866,0.2522665708894123,0.4005450803743984,1,1,1,0.21347132121690582
154,8,-0.8470687721970969,-1.6315312200841925,-2.055025141094525,0,0,0,0.34472554626008783
155,8,-1.1179084039003986,0.22593777573507323,1.7253710605292802,0,1,0,0.31400753396660364
156,8,0.34678973110502276,-0.41969182776627856,0.5515637799610894,1,1,0,0.7553548766323097
157,8,-0.6616211419682131,-1.385486756615962,-0.6228432922427867,1,0,0,0.4161905004436985
158,8,-1.878697845569246,-0.5922341786604924,-0.37732965063356716,0,0,0,0.35888474804192194
159,8,-1.669258150931631,0.3734904414588932,2.064320743399279,0,0,0,0.32890583940904927
160,8,0.0641811678106903,-1.2143282415835053,-0.5825230188397984,0,0,0,0.46721327128713247
161,9,1.4562967336306305,-0.365443890837318,-1.1426874042188646,1,1,0,0.006353948097402973
162,9,0.9791405236231252,1.2049314111438492,-1.1614936490257435,1,1,0,1.6408899762747757
163,9,2.088569156484131,-0.052487205624911826,1.9469982568129764,0,0,1,0.9455770084901352
164,9,0.710156068515977,-0.7005941702090681,0.9088789870683869,0,0,1,-0.37474879697129315
165,9,-0.3155800237428217,0.8190790283114008,-0.13692376215148178,0,1,1,0.8880012694682508
166,9,1.2581262959181356,0.7521577774943129,-1.1811432269997693,1,0,1,-0.9139592398870471
167,9,0.8593332469840574,0.870868678539828,-0.3394803910186569,1,0,1,0.09052015101786504
168,9,0.31348836350751585,1.0180908725037523,-0.8991840673819317,1,0,0,1.9150215062057048
169,9,0.6503402813175067,0.34564635034615854,-0.692122123384302,1,0,1,2.1988933758991247
170,9,0.3302834980882423,-0.7000974264837853,-0.868300184256385,1,0,0,-0.465599416082619
171,9,2.151328409727947,1.8677939128983023,0.6612126754617449,0,0,1,-0.1652968483873839
172,9,2.2632448984819087,0.8133880705031327,-0.5353408511967689,0,1,1,0.5424218533139288
173,9,1.9912496433892377,0.2552629770795178,-0.289553301516225,1,0,1,-0.13384734113782737
174,9,1.3882787200829678,1.1040516942408645,-1.008607303219416,0,0,0,1.3812062027959473
175,9,0.9344924663128779,-0.10130239043990646,0.5453159961976292,0,1,1,1.0025752982311054
176,9,-0.1866459110881512,-0.205691553778261,-0.5375129308740766,0,1,0,1.7100352784416564
177,9,-0.42966185193487616,-0.43309711444663024,0.19964795933983395,1,1,1,-0.0849891056373715
178,9,0.28580518864821614,-0.9091119650982707,0.4376188627322366,1,1,1,0.5850663753261033
179,9,1.4301723500947099,-1.1692578104354727,0.22443243054180526,0,1,1,1.316084502659232
180,9,1.0482354733024348,-1.421077253491733,1.0337140619374399,0,0,0,0.8404238750063957
181,10,-0.6914576717985964,-0.3516738395106942,-0.024722556225050263,0,0,0,0.7450985422343787
182,10,0.7060869716684468,-1.6036525650401932,-1.2888859226629807,0,0,1,0.2664145888763764
183,10,1.3023595319365668,-1.1347372760469927,-0.8123986988611396,1,0,1,1.264900554835627
184,10,0.22635813331309929,-1.664708110780543,-1.633796039342644,1,0,0,1.2934839673862553
185,10,1.204000558233108,0.3753493505564893,-0.19103627483849694,1,0,1,2.2105808627282
186,10,0.8338849988955523,0.7416842685552948,-0.21749084138856212,0,0,0,0.36185002735866306
187,10,1.3026110822136578,-0.6143556557591712,-0.5793491174774549,0,1,1,0.7559322362535466
188,10,0.8226166472598984,-0.039854145326987,-1.0384134082553629,1,0,1,1.1874460016753716
189,10,0.9704734590066942,0.22866510838534682,-0.6584473684493244,0,1,1,1.4421205198556457
190,10,-0.9131728619025014,0.8470076235367693,-0.38912304150403065,0,0,0,0.571256805189751
191,10,1.2112411268164405,-0.946071559006133,0.05844525574527937,1,0,1,0.38426825720944174
192,10,1.2575378723096688,0.4444947899368289,-0.9784091825830605,0,1,1,1.482310004956258
193,10,-0.468606156436303,-0.11642777252257308,0.6119508183454145,0,0,0,2.2464544630681975
194,10,0.9151795221799928,-2.3400590637200085,-0.30955441178065696,1,0,1,2.3283743749532406
195,10,1.1875767868467402,-0.8177522946577211,-1.860726022004935,1,1,0,0.47830417641312084
196,10,-0.5091833817204291,1.4035439020476765,-0.24407283236922922,0,0,0,-0.17166291287802404
197,10,-0.3200213574598746,-0.32671369999633587,-2.3311544621190845,0,0,0,0.32453010796587034
198,10,2.233717596450155,0.14989214313197446,-1.7483168318924323,1,1,0,0.1957767920710639
199,10,0.6683058910438288,-0.07380090829194566,0.45059026339774166,1,0,0,1.0320520323143652
200,10,1.638702321174537,0.03888378458450675,-1.5303745053301003,0,0,1,-0.4175543212915317
201,11,1.086397145898345,-0.3356407303527843,-1.3657365093603309,0,0,1,1.9659040211138925
202,11,-0.9595137204953244,0.5781845610147018,0.011946923181573699,1,1,1,1.1928787676037829
203,11,-0.367854528154563,0.7185146978811374,0.32959104318214627,1,1,1,0.6039376017260116
204,11,-0.7081625768255219,-0.6806367756679967,0.023195807731552984,1,1,1,1.628970124701623
205,11,-0.41285433756907364,-0.2879097894910154,-1.171396109174058,1,1,1,2.281172451419388
206,11,0.2989259046881456,0.12354133030162648,-2.4263380129897985,0,1,1,0.82009531312983
207,11,-0.011164376074327506,-1.3058617102893253,-0.7740666791382007,1,0,0,1.2621138888437686
208,11,-0.23839791253636422,1.26599872015535,0.9361023218098513,1,1,1,1.2528966715039696
209,11,-0.309021887427074,-1.70358245655286,0.015090412053261698,1,0,0,0.33130255617401294
210,11,-0.08757158117602729,0.20216782880518597,1.5790313918277494,1,1,1,0.7991186321753554
211,11,0.7965975654982237,-0.7153942215405602,-0.5130661174686204,1,1,1,1.4013237524121611
212,11,-0.4883580850348097,0.08930074286605025,-0.40109794508032803,1,0,1,0.4742983308131472
213,11,0.8008860256014024,0.1576548506314026,0.0985568672670945,1,1,1,1.3974825153615256
214,11,-0.5605237095203364,-0.24364355456426762,1.0695471749777656,1,0,1,-0.23972545301618287
215,11,-0.1638884993785743,-0.24021350365386754,1.8009377882617328,1,0,1,-0.21600963218899794
216,11,-1.9588739403126199,-0.03534337335107669,0.9631166107216268,1,1,1,-0.17933741311488416
217,11,-0.3711326923103577,1.4806894323073467,-0.23704193715800018,1,1,1,8.580844279527655e-4
218,11,0.3023393636679057,-1.56200981962058,-0.5400606412644213,0,1,1,1.5457913274677282
219,11,-0.35551878969865214,-0.39646392598463454,0.09523021084747435,1,1,1,0.9207336375560892
220,11,-0.26732580617142576,-0.5142104853114599,-1.3767441850187643,1,1,1,1.3343503174647398
221,12,0.9650620336978418,0.6057350637244706,0.9807843372952929,1,1,1,0.05102952325876442
222,12,-0.5978159314569929,-1.6436058973732968,-1.2633944349317472,1,1,1,-0.3560237822273662
223,12,0.41455324016211703,0.015919012324973517,1.0224513099850485,0,1,1,0.8155602320939609
224,12,-1.9978196778800692,0.9377713137140211,0.49913135665606956,1,1,1,0.3937148092948435
225,12,1.2388101019160627,0.27994286950119956,-0.5532945370101893,1,1,1,1.374477417640906
226,12,-0.17336514941138964,-0.31386764959767827,0.661119463273043,1,1,1,0.5247498588663242
227,12,0.30170360007834596,-1.9159226071066437,0.8729297244960454,1,1,1,0.4162530694191877
228,12,-1.2639407663630364,-0.7769524275632119,0.44004931270243186,1,1,1,0.31947419095019847
229,12,-0.05620673217828212,0.32736064306783086,1.255245333272824,1,1,1,0.992409956348983
230,12,-0.42848496488232346,-0.30664352135165573,1.523853211711196,1,1,1,1.7168545527447643
231,12,0.26841717978667134,-1.1987932256427771,-0.1630248591351985,1,0,1,0.853707433663746
232,12,-0.32397829818502477,-0.4308187633643284,0.3662986224531788,1,1,1,0.2263062580023376
233,12,0.46349153418102607,-0.17897949986030362,-1.6619091722177473,1,1,1,2.529267318127393
234,12,1.3020903356832259,-0.4907723957228566,0.1818615734546417,1,1,1,0.11395943566748801
235,12,0.68052843167555,-0.8479665750641155,-0.08027576721344179,1,1,1,0.2673317202246138
236,12,-0.24129734264876576,0.16735754738896852,-1.0219187317365157,1,1,1,0.5088362523149947
237,12,0.6919556987737462,0.6082083413349061,0.5394128340782919,1,1,1,-1.4007650812131027
238,12,-0.8196503109117441,0.2681638644502774,-0.2964207835270588,1,1,1,2.279589039804077
239,12,-1.305881282525812,-1.5838226718947679,-0.0447235376229104,1,1,1,0.14273515621764865
240,12,1.2117748364403287,-1.3288195793117672,-0.043446598911826256,1,1,1,0.791666731393387
241,13,-1.5969618966297805,0.6724099785295922,0.2631085056997276,0,0,0,0.25636992641774736
242,13,-0.3592407896472472,-0.0019412857875009126,-0.2589494005584041,0,0,0,1.1000005256081882
243,13,-0.6032787605299919,0.5810886872964941,0.03394860828966964,1,1,1,-0.6411995673836125
244,13,-1.3802890501942042,0.6050784045272972,-0.13712560399658932,0,0,0,1.2227875019402008
245,13,-0.7930652099934352,-1.3038395701108267,-0.7930229900303881,0,0,0,-0.18542639516952164
246,13,0.23517124426285213,0.2797301375307261,-1.1057253107576148,0,0,0,0.04951947541309254
247,13,-0.18852209733667727,-1.0083284591008397,1.69329373544361,0,0,0,1.3677132986210139
248,13,-1.2312478441973058,-0.1091669795092578,0.7339823507544418,0,0,0,-0.8889875768427413
249,13,-0.34533240745025884,0.09235319582616477,0.9107554163413206,0,1,0,-0.18702860374717856
250,13,1.087368802678426,1.2152390453054482,-0.9192810256666778,0,0,0,0.111392005238385
251,13,-0.522524366372208,0.014480330109362005,-1.0208160050047637,0,0,0,0.04971997287597518
252,13,-0.7979660953504388,0.511997661470552,-0.6394662083310775,0,0,0,0.25413668364749653
253,13,0.13176840395933703,-0.43661237751579857,-1.332358903070343,0,1,0,2.150035762449732
254,13,1.315351981498804,-0.7485496293605509,0.8894151287311943,0,1,1,0.4943772017294272
255,13,-1.1761416423746898,1.9890152478876446,0.024760770068943866,0,1,0,1.3551940722122566
256,13,0.7275743402483261,0.998862931796558,0.12414182832129143,0,1,0,0.9291758242326712
257,13,1.683230374876109,1.1132440847698197,0.6700756856848945,0,0,0,-0.043061655691192136
258,13,-0.2864062124872574,0.25156615035761093,0.6713277898483258,1,1,1,0.6401143379954641
259,13,-0.4647801542793593,1.7978602178886474,0.3406773897711073,0,1,0,0.6839415045467252
260,13,-1.1900675981140576,-0.9824279221453722,-0.6327580335750256,0,0,0,-0.44198823615490096
261,14,-0.20929948498514364,-1.4450841396797245,-1.057614672602643,0,0,1,0.39115953586787566
262,14,0.43506125921924776,-0.7300635261944373,0.2606456287998276,1,0,1,3.1108117556517154
263,14,0.4782435701427884,-1.346382793594227,-0.16823710927345942,0,0,0,-0.32016195554411875
264,14,0.44831160049475605,-0.24725541267593176,0.0970471098007129,1,0,1,1.0144276777769725
265,14,-0.169000098989107,0.8247932642984792,-0.5741236410232333,1,1,1,1.1850848062652857
266,14,1.9674373803703809,-0.36820985131331585,0.8702133940319854,1,1,1,2.135595643659081
267,14,-0.33105503578783774,-1.698695834099359,-2.214838275191001,0,0,0,-0.05236422624823367
268,14,-1.980901847735391,-0.33605907637809485,-0.48941827103839897,0,0,1,2.244959112946923
269,14,2.2903289833311526,-1.3074083129022416,-0.16549664504659384,1,1,1,-0.054758621458900314
270,14,-1.0820565168562684,-0.34074026525201856,-0.6396756248596289,1,0,0,0.5024783846898185
271,14,0.005543916109233604,2.3575352896079824,-0.788506179779218,0,0,0,1.2576555121128927
272,14,-0.07008308274712616,0.07980361984880449,-0.3961951995585793,1,0,1,-0.3888635695336514
273,14,-0.5319392446473484,-0.9923791037833276,-0.8465801216253971,1,0,1,0.2478907611155926
274,14,-0.7527203519537974,-0.16138648443737297,0.19742545059576694,0,0,1,1.4624212393905802
275,14,-1.071583268656786,0.9908938294317384,1.6296404574039431,1,1,1,1.3318222314614838
276,14,0.13133584743056204,0.7720880900147116,-0.7962648342700464,0,0,1,0.5905889413748211
277,14,-0.03275299648622171,1.0559027044235199,-1.9741320083213003,0,0,1,1.0376435093833742
278,14,-1.0572870645107637,1.2048889789294877,0.9134969353908731,1,0,1,1.9489474590321993
279,14,-1.2125464046428873,-0.38030076866590834,0.34300445770162685,0,1,1,1.489444643782653
280,14,-2.27398136812874,1.0335403151035862,0.05746690266988275,1,0,1,-0.39012079876417827
281,15,-0.04816830473056544,-1.2194490033875853,0.48706234190522313,0,0,0,0.7176885995636829
282,15,-1.8509251683062613,-0.3726264049594473,1.4459496847940765,0,0,1,-0.02105366530374453
283,15,-2.4722919299211066,-0.45758018909883813,-0.5657553137466782,0,0,0,0.4697302349442592
284,15,-1.5283939961662152,1.2880021135108635,-0.7689053273819311,0,0,0,1.417204961930898
285,15,0.35740940686941625,-0.11671191410374004,0.4875757662089679,0,0,0,1.6512734296016012
286,15,0.4649655330401725,0.792596693471424,-0.21346838634681686,0,0,0,1.0957245802479278
287,15,-1.3712279314929607,-0.3630797854876454,-0.5156126881309582,0,0,0,-0.010482023604328927
288,15,-0.6470834807226482,-1.3421672693661737,-0.30930647044514203,0,0,0,1.885381626116775
289,15,0.8850997010958559,1.5234080788179427,-0.06766818524332233,0,0,0,0.190284406205651
290,15,-2.0296196394824895,1.6493948385095711,-1.029720315073472,1,0,0,1.4654009763331706
291,15,-0.4076722455610062,0.4750733432618366,-0.3273932328873865,1,0,0,-0.23316773065245167
292,15,-1.595057942588906,-0.34886813610039347,-0.7048794024677146,0,0,0,0.7214640395971873
293,15,-0.8929936707158083,1.4277063013963405,-1.5111444744418983,1,0,0,1.6536569430987988
294,15,-0.9611406884063322,0.41742408569311357,0.23398894299169593,0,0,0,1.225615690295009
295,15,-2.48507458717647,0.23553005202600535,-0.6762130297620521,0,0,1,0.8529534901472158
